document_id,category_id,confidence_level
874131,1514,0.037920757
941259,1403,0.546985264
941259,1408,0.041618444
824261,1403,1
915653,1403,1
836540,1514,0.503518576
836540,1211,0.038311196
806816,1510,0.606148256
806816,1513,0.046119976
902084,1403,1
961633,1403,1
941287,1403,1
915683,1403,1
915686,1403,0.537627852
915686,1408,0.040906467
961589,1403,1
911051,1403,1
901987,1403,0.477559304
901987,1609,0.036336034
910474,1403,1
806406,1403,0.56600194
806406,1510,0.043065365
824285,1403,1
811373,1403,0.38790926
811373,1514,0.029514835
806775,1403,0.631805676
806775,1610,0.048072171
961544,1403,1
824308,1513,0.852157636
824308,1808,0.064838081
824310,1403,0.543966744
824310,1408,0.041388774
941331,1403,1
941347,1403,1
915798,1403,1
870930,1510,1
880935,1403,1
910491,1403,1
941383,1403,1
910501,1403,0.663198284
910501,1514,0.050460739
829679,1403,0.508046356
829679,1514,0.038655701
880945,1403,1
941405,1403,0.599507512
941405,1613,0.045614702
915855,1405,0.60977048
915855,1403,0.04639558
910525,1510,1
932719,1510,1
850355,1303,0.531590812
850355,1403,0.040447127
961429,1403,0.605544552
961429,1613,0.046074042
836429,1403,1
915861,1608,0.48299264
915861,1408,0.03674944
806711,1608,0.623655672
806711,1514,0.047452062
806708,1403,0.540948224
806708,1514,0.041159104
806435,1605,0.522837104
806435,1514,0.039781084
811465,1403,0.64901124
811465,1505,0.04938129
915879,1403,1
824343,1403,0.613996408
824343,1407,0.046717118
910551,1510,1
941447,1403,1
850404,1403,1
926273,1510,0.92
926273,1505,0.07
910940,1510,1
952185,1403,0.620637152
952185,1405,0.047222392
850416,1505,0.577472316
850416,1000,0.043938111
843865,1608,0.92
843865,1513,0.07
786956,1403,0.56147416
786956,1408,0.04272086
915936,1403,1
817619,1403,0.57656676
817619,1514,0.04386921
836350,1403,0.786957604
836350,1909,0.059877209
915983,1510,1
931337,1403,1
880995,1403,0.451600032
880995,1514,0.034360872
824391,1510,0.463070408
824391,1514,0.035233618
916015,1403,1
952156,1403,0.713305716
952156,1408,0.054273261
806632,1513,0.9070947
806632,1514,0.069018075
870762,1403,1
910644,1403,1
901475,1403,1
916038,1403,1
901461,1403,1
908719,1510,1
901448,1403,1
916053,1510,1
803822,1613,0.92
803822,1407,0.07
901445,1403,1
901444,1403,1
916057,1510,1
821350,1403,1
850568,1610,0.92
850568,2100,0.07
941718,1403,1
911717,1912,0.538533408
911717,1403,0.040975368
941761,1510,1
910740,1403,1
824497,1403,0.500198204
824497,1405,0.038058559
824503,1514,0.92
824503,1510,0.07
924089,1510,1
881001,1613,0.47544634
881001,1603,0.036175265
811792,1403,0.759790924
811792,1406,0.057810179
787124,1403,0.598601956
787124,1405,0.045545801
910870,1510,1
901339,1403,1
806529,1403,0.617014928
806529,1613,0.046946788
870606,1403,1
941843,1403,1
840775,1403,0.459448184
840775,1510,0.034958014
824532,1505,1
916151,1403,1
908674,1403,1
941869,1405,1
916159,1402,0.535514888
916159,1514,0.040745698
841944,1514,0.493255608
841944,1211,0.037530318
967943,1403,1
787181,1613,0.51619636
787181,1514,0.03927581
841950,1513,0.871476164
841950,1808,0.066307969
916161,1403,1
954346,1403,1
916162,1403,1
850715,1403,1
806108,1403,0.60071492
806108,1405,0.04570657
824540,1403,1
840759,1613,0.580188984
840759,1408,0.044144814
850747,1403,1
941897,1510,1
840744,1403,0.62486308
840744,1613,0.04754393
850782,1403,1
908604,1510,1
787232,1403,1
908560,1403,1
926173,1403,0.56902046
926173,1405,0.043295035
941957,1403,1
908545,1610,0.92
908545,1612,0.07
824592,1403,0.633616788
824592,1510,0.048209973
908533,1403,1
967899,1403,0.619731596
967899,1408,0.047153491
817569,1403,0.540042668
817569,1514,0.041090203
874964,1403,1
803695,1403,1
942037,1405,1
803680,1608,0.92
803680,1405,0.07
916291,1403,1
901157,1808,0.580188984
901157,1514,0.044144814
952106,1510,1
840694,1909,0.68674274
840694,1403,0.052252165
960741,1510,1
908488,1403,1
819117,1403,0.580188984
819117,1514,0.044144814
850916,1403,1
842065,1403,1
881117,1510,1
911841,1403,1
960676,1100,0.4467704
960676,1000,0.0339934
908462,1403,1
926133,1403,0.49053894
926133,1912,0.037323615
952071,1403,1
916462,1608,0.660481616
916462,1808,0.050254036
824713,1403,1
850991,1403,1
916515,1510,1
851010,1403,1
967849,1403,1
942236,1403,0.698213116
942236,1513,0.053124911
908401,1403,1
942240,1610,0.585018616
942240,1408,0.044512286
806055,1403,1
931974,1403,1
821623,1515,0.92
821623,1510,0.07
817531,1608,0.541250076
817531,1613,0.041182071
840655,1403,0.61731678
840655,1613,0.046969755
942261,1405,0.700627932
942261,1403,0.053308647
908291,1510,1
967815,1403,1
908278,1403,1
960516,1403,1
908276,1510,1
851154,1612,0.45280744
851154,1610,0.03445274
900983,1403,1
960488,1403,1
870292,1403,1
870290,1907,0.584414912
870290,1609,0.044466352
942310,1403,1
812227,1808,0.624259376
812227,1403,0.047497996
942323,1903,0.595583436
942323,1403,0.045316131
851197,1403,1
960431,1610,0.92
960431,1408,0.07
916786,1403,1
803465,1610,0.92
803465,1403,0.07
908087,1403,1
942342,1405,1
942344,1510,1
870245,1403,1
803449,1403,0.639050124
803449,1514,0.048623379
787562,1510,0.680403848
787562,1514,0.051769858
916859,1510,1
932337,1405,0.92
932337,1403,0.07
932739,1610,0.52525192
932739,1408,0.03996482
908002,1403,1
942361,1603,0.580490836
942361,1708,0.044167781
960281,1403,1
865030,1403,1
900910,1406,0.481181528
900910,1403,0.036611638
870200,1403,1
932342,1403,1
960264,1505,0.746207584
960264,1403,0.056776664
912036,1403,0.522837104
912036,1408,0.039781084
851297,1403,1
916919,1510,1
829937,1708,0.450392624
829937,1403,0.034269004
907984,1403,0.530383404
907984,1408,0.040355259
851312,1403,1
916976,1403,1
870169,1505,1
907975,1403,0.546079708
907975,1408,0.041549543
870150,1510,1
824824,1606,0.5146871
824824,1613,0.039160975
907953,1510,1
900876,1403,0.637239012
900876,1607,0.048485577
912079,1403,1
851450,1403,1
917015,1403,1
870119,1403,1
942448,1403,1
851459,1510,0.393342596
851459,1608,0.029928241
792902,1403,0.705155712
792902,1405,0.053653152
887913,1403,1
967714,1403,0.92
967714,1407,0.07
942463,1403,1
917067,1403,1
917070,1403,1
960119,1403,1
917081,1403,0.64448346
917081,1610,0.049036785
917084,1612,0.438016692
917084,1610,0.033327357
870075,1403,1
863988,1403,0.92
863988,1407,0.07
960110,1402,0.4543167
960110,1514,0.034567575
907879,1405,0.625164932
907879,1403,0.047566897
870069,1403,0.54034452
870069,1610,0.04111317
870058,1405,1
917130,1403,1
907827,1403,1
942516,1403,1
900786,1510,1
842174,1403,1
805954,1608,0.601620476
805954,1408,0.045775471
917188,1408,0.527968588
917188,1403,0.040171523
870002,1403,1
812494,1403,0.494463016
812494,1405,0.037622186
917199,1510,1
917205,1403,1
967702,1510,0.52827044
967702,1913,0.04019449
869992,1403,1
900741,1808,0.521629696
900741,1513,0.039689216
851813,1407,0.8769095
851813,1403,0.066721375
863966,1403,1
900721,1809,0.92
900721,1513,0.07
942573,1403,1
869933,1608,0.5146871
869933,1408,0.039160975
942601,1403,0.589546396
942601,1408,0.044856791
803271,1403,1
863953,1707,0.5146871
863953,1408,0.039160975
942609,1403,1
912140,1403,1
824933,1403,0.806276132
824933,2100,0.061347097
812679,1403,0.757979812
812679,1406,0.057672377
812687,1513,0.886870616
812687,1808,0.067479286
942643,1808,1
967970,1403,1
907712,1403,0.58562232
907712,1405,0.04455822
892201,1510,0.809596504
892201,1514,0.061599734
900604,1403,0.782731676
900604,1408,0.059555671
907687,1403,1
863883,1510,1
869883,1403,0.613694556
869883,1613,0.046694151
787881,1612,0.92
787881,1000,0.07
812699,1403,0.706664972
812699,1613,0.053767987
959711,1510,1
787896,1613,0.50865006
787896,1514,0.038701635
812716,1402,0.463070408
812716,1405,0.035233618
863846,1402,0.525553772
863846,1403,0.039987787
812721,1403,1
824961,1403,0.553324156
824961,1406,0.042100751
852184,1403,0.64901124
852184,1408,0.04938129
852187,1403,1
967603,1510,0.706966824
967603,1514,0.053790954
863817,1403,1
912223,1403,1
812791,1513,0.514988952
812791,1808,0.039183942
812798,1407,0.881739132
812798,1403,0.067088847
852218,1403,1
875015,1510,1
863806,1403,0.480275972
863806,1610,0.036542737
842243,1403,0.660179764
842243,1613,0.050231069
863781,1403,1
925971,1403,0.536420444
925971,1408,0.040814599
881317,1000,0.647803832
881317,1403,0.049289422
912247,1403,1
863760,1403,1
924165,1808,1
816049,1403,0.614901964
816049,1613,0.046786019
942766,1403,1
852345,1808,1
840503,1403,0.59920566
840503,1408,0.045591735
865028,1403,1
783626,1513,0.92
783626,1514,0.07
912251,1510,1
863738,1510,1
967570,1403,1
840497,1403,1
816048,1403,0.495972276
816048,1613,0.037737021
912264,1513,0.481181528
912264,1408,0.036611638
881335,1405,1
874069,1510,1
863720,1403,1
951936,1403,1
917427,1403,1
863704,1403,1
863702,1403,1
875023,1403,1
951910,1403,0.620939004
951910,1408,0.047245359
967552,1403,1
803120,1403,0.8089928
803120,1402,0.0615538
805868,1603,0.92
805868,1100,0.07
865011,1403,1
803114,1510,0.907698404
803114,1511,0.069064009
917458,1505,0.92
917458,1514,0.07
852509,1403,0.5297797
852509,1610,0.040309325
842273,1403,0.644181608
842273,1407,0.049013818
817466,1403,0.583811208
817466,1613,0.044420418
900423,1403,1
825067,1403,0.509857468
825067,1909,0.038793503
874067,1403,0.56298342
874067,1408,0.042835695
917467,1610,0.92
917467,1515,0.07
900421,1403,1
825073,1403,0.60675196
825073,1209,0.04616591
967539,1510,1
812971,1403,0.572340832
812971,1408,0.043547672
842279,1403,0.498990796
842279,1514,0.037966691
951887,1403,1
840452,1403,0.24452956
840452,1608,0.01860551
788134,1403,1
869621,1403,0.709683492
869621,1610,0.053997657
852627,1610,0.92
852627,1403,0.07
917528,1403,1
842317,1403,1
869602,1403,1
967510,1403,1
869585,1403,1
852680,1403,1
900302,1403,0.569322312
900302,1303,0.043318002
863627,1608,0.500500056
863627,1613,0.038081526
852708,1510,1
840435,1403,0.630598268
840435,1613,0.047980303
808034,1403,0.92
808034,1610,0.07
852729,1403,1
925927,1403,1
900257,1403,0.573850092
900257,1408,0.043662507
917567,1403,1
942960,1405,0.582000096
942960,1403,0.044282616
828489,1403,1
842363,1403,0.576264908
842363,1515,0.043846243
863613,1510,1
874062,1403,1
917598,1510,1
813101,1403,0.51921488
813101,1514,0.03950548
863579,1403,1
813102,1403,1
800452,1403,0.591055656
800452,1510,0.044971626
840423,1514,0.76824278
840423,1513,0.058453255
830252,1403,0.534911184
830252,1408,0.040699764
840870,1602,0.24151104
840870,2100,0.01837584
900149,1403,1
917621,1406,0.651124204
917621,1403,0.049542059
863556,1403,1
967475,1403,1
959152,1510,0.815331692
959152,1514,0.062036107
869552,1403,1
869519,1606,0.84823356
869519,1608,0.06453951
852818,1510,1
802991,1403,0.674970512
802991,1613,0.051356452
852823,1403,1
967464,1403,1
825145,1408,0.580490836
825145,1407,0.044167781
863540,1510,1
881344,1403,1
863539,1403,1
863521,1510,1
917675,1403,1
967439,1403,1
802964,1403,0.556342676
802964,1613,0.042330421
792946,1403,1
852987,1403,1
925895,1403,1
863476,1403,1
825190,1403,0.63090012
825190,1610,0.04800327
853050,1408,0.92
853050,1405,0.07
912316,1403,0.678894588
912316,1408,0.051655023
869377,1514,0.430772244
869377,1209,0.032776149
917788,1403,0.918263224
917788,1407,0.069867854
881401,1403,1
853098,1510,1
958987,1403,1
853113,1510,0.544570448
853113,1514,0.041434708
800443,1403,1
853114,1403,1
863400,1403,1
907046,1403,1
825232,1403,0.545476004
825232,2100,0.041503609
907457,1403,1
912356,1510,1
875039,1608,0.597998252
875039,1408,0.045499867
817422,1403,1
943478,1403,1
853466,1606,0.84823356
853466,1608,0.06453951
869283,1403,0.54034452
869283,1408,0.04111317
802875,1403,0.691572372
802875,1613,0.052619637
863278,1808,0.92
863278,1809,0.07
943682,1510,1
788466,1608,0.47393708
788466,1613,0.03606043
825291,1403,1
943892,1405,1
907426,1403,1
899844,1403,1
825322,1403,1
943961,1403,0.58864084
943961,1408,0.04478789
944027,1403,1
917938,1403,1
899833,1510,1
944048,1402,0.446166696
944048,1514,0.033947466
931029,1403,1
788513,1403,0.592866768
788513,1904,0.045109428
788514,1403,0.84068726
788514,1408,0.063965335
863215,1403,1
881617,1403,1
875066,1403,1
869159,1403,1
944139,1808,0.572642684
944139,1514,0.043570639
924236,1505,0.58864084
924236,1000,0.04478789
875070,1510,1
788548,1403,1
944190,1000,0.556040824
944190,1514,0.042307454
869141,1403,1
944206,1510,1
854139,1408,0.630296416
854139,1802,0.047957336
835149,1510,1
854194,1608,0.527063032
854194,1514,0.040102622
944253,1403,1
944256,1808,0.661990876
944256,1809,0.050368871
854200,1510,0.732624244
854200,1514,0.055743149
854210,1513,0.92
854210,1808,0.07
907373,1403,1
863139,1510,1
907370,1403,1
825409,1608,0.585320468
825409,1408,0.044535253
958746,1403,0.622750116
958746,1405,0.047383161
944328,1403,1
944387,1406,0.522535252
944387,2100,0.039758117
958721,1613,0.62486308
958721,1403,0.04754393
899751,1403,1
899746,1403,1
825440,1403,1
892401,1808,0.92
892401,1514,0.07
958711,1403,1
882025,1510,0.780618712
882025,1514,0.059394902
925768,1403,1
882041,1402,0.92
882041,1403,0.07
882477,1403,1
835065,1913,0.524648216
835065,1403,0.039918886
868999,1403,1
788660,1403,0.390625928
788660,1514,0.029721538
918182,1510,1
907317,1403,1
854427,1603,0.782731676
854427,1514,0.059555671
863109,1406,0.479068564
863109,1612,0.036450869
830483,1403,0.645087164
830483,1903,0.049082719
825481,1403,0.815331692
825481,1408,0.062036107
944888,1808,0.92
944888,1513,0.07
882537,1403,1
825490,1403,0.60977048
825490,1702,0.04639558
907291,1403,1
854749,1403,1
788717,1408,0.66410384
788717,1403,0.05052964
925711,1403,1
788735,1403,0.773977968
788735,1405,0.058889628
958570,1403,1
930977,1403,1
868939,1403,1
868918,1403,1
899600,1403,1
899598,1403,1
945012,1510,1
834959,1510,0.657463096
834959,1403,0.050024366
899582,1403,0.552720452
899582,1610,0.042054817
945021,1403,1
954001,1513,0.92
954001,1514,0.07
855406,1807,0.506838948
855406,1408,0.038563833
899559,1403,0.746509436
899559,1408,0.056799631
863012,1403,0.618524188
863012,1408,0.047061623
799947,1403,0.553626008
799947,1603,0.042123718
863005,1403,1
899544,1403,0.589848248
899544,1515,0.044879758
819350,1514,0.92
819350,1513,0.07
868852,1403,1
813616,1708,0.695496448
813616,1403,0.052918208
834934,1403,0.600111216
834934,1515,0.045660636
945134,1510,1
834928,1403,1
868842,1403,1
862999,1403,1
945259,1614,0.92
945259,1610,0.07
958427,1510,1
862998,1403,1
899490,1403,1
834906,1403,1
821251,1513,0.92
821251,1514,0.07
899467,1510,1
825597,1306,0.473333376
825597,1514,0.036014496
875137,1403,1
899455,1403,1
862985,1405,1
825603,1403,1
825610,1403,0.632711232
825610,1406,0.048141072
813713,1610,0.92
813713,1403,0.07
855724,1403,1
874033,1403,0.690968668
874033,1707,0.052573703
868756,1612,0.54336304
868756,1406,0.04134284
932842,1403,1
899372,1403,1
855759,1403,1
967193,1403,1
862966,1403,1
918488,1403,1
899365,1610,0.642672348
899365,1408,0.048898983
899364,1403,0.50412228
899364,1406,0.03835713
855990,1403,1
868704,1809,0.662896432
868704,1513,0.050437772
819077,1403,0.744396472
819077,1613,0.056638862
918519,1403,1
899267,1510,1
945557,1403,1
856107,1403,1
907273,1510,1
788984,1605,0.92
788984,1609,0.07
945585,1403,1
875164,1510,1
945686,1403,1
862949,1403,1
825700,1513,0.583509356
825700,1808,0.044397451
813872,1403,0.55392786
813872,1408,0.042146685
918607,1403,0.599507512
918607,1610,0.045614702
899163,1403,1
951315,1510,1
813888,1403,0.706061268
813888,1408,0.053722053
813901,1403,0.535213036
813901,1913,0.040722731
856151,1403,1
899073,1403,1
825733,1403,0.687950148
825733,1613,0.052344033
899045,1403,1
868564,1403,1
868563,1405,0.631201972
868563,1403,0.048026237
834714,1403,1
856233,1510,0.544570448
856233,1514,0.041434708
862931,1403,1
945992,1403,1
862924,1403,1
875180,1403,1
830637,1403,0.60675196
830637,1903,0.04616591
898919,1513,0.409340752
898919,1514,0.031145492
856287,1612,0.92
856287,1000,0.07
918754,1403,1
834671,1403,0.6656131
834671,1405,0.050644475
834666,1403,0.617920484
834666,1514,0.047015689
834663,1403,0.80597428
834663,1613,0.06132413
834660,1403,0.592866768
834660,1405,0.045109428
912466,1510,1
932875,1403,1
856329,1809,0.796616868
856329,1403,0.060612153
946082,1402,0.92
946082,1403,0.07
898812,1403,1
918802,1510,1
946114,1403,1
898780,1403,1
821210,1403,0.80597428
821210,1506,0.06132413
814129,1403,0.482087084
814129,1405,0.036680539
898729,1510,1
868500,1403,1
898718,1403,1
868473,1403,1
814151,1403,0.5297797
814151,1407,0.040309325
802282,1510,1
843340,1403,1
856438,1514,0.453109292
856438,1513,0.034475707
898712,1403,1
898705,1403,1
918849,1403,1
898696,1403,1
814181,1510,1
862903,1403,1
892509,1513,0.765827964
892509,1514,0.058269519
884019,1403,1
918874,1510,1
898669,1403,0.479370416
898669,1613,0.036473836
898667,1403,1
912487,1510,1
946401,1609,0.564190828
946401,1613,0.042927563
946422,1403,1
868402,1402,0.466692632
868402,1406,0.035509222
868393,1403,1
868392,1403,1
814232,1403,0.651124204
814232,1514,0.049542059
898588,1510,1
946477,1603,0.467296336
946477,1608,0.035555156
946499,1403,1
932883,1403,1
843777,1403,1
918911,1608,0.535514888
918911,1405,0.040745698
802212,1403,0.644181608
802212,1808,0.049013818
884095,1403,1
946592,1808,0.511064876
946592,1000,0.038885371
868351,1510,1
834501,1403,1
946625,1403,1
884097,1510,1
946630,1403,1
868320,1408,0.460957444
868320,1802,0.035072849
946736,1505,0.616713076
946736,1408,0.046923821
789351,1403,0.92
789351,1408,0.07
928132,1403,0.577170464
928132,1610,0.043915144
946835,1403,1
856619,1403,1
800025,1403,1
800026,1608,0.551814896
800026,1408,0.041985916
789379,1513,0.526157476
789379,1514,0.040033721
856657,1403,1
834451,1403,0.641163088
834451,1406,0.048784148
918945,1510,1
967037,1403,1
868267,1510,1
868265,1510,1
825954,1403,0.584716764
825954,1405,0.044489319
789404,1403,0.771865004
789404,1407,0.058728859
946925,1403,1
814294,1403,0.558757492
814294,1514,0.042514157
898516,1403,1
789421,1408,0.698213116
789421,1404,0.053124911
898427,1613,0.835857628
898427,1708,0.063597863
898417,1403,1
898401,1403,1
802126,1403,0.557851936
802126,1613,0.042445256
957615,1510,1
898384,1510,1
868213,1403,1
797438,1405,0.92
797438,1510,0.07
868190,1403,0.700627932
868190,1408,0.053308647
898324,1000,0.466088928
898324,1403,0.035463288
856782,1510,1
898294,1403,1
834365,1403,0.704552008
834365,1514,0.053607218
862865,1403,0.596790844
862865,1613,0.045407999
868142,1510,1
868140,1403,1
898149,1403,0.576264908
898149,1408,0.043846243
826019,1403,1
840133,1403,1
898103,1403,1
868097,1403,1
868093,1403,1
826036,1403,0.611883444
826036,1515,0.046556349
868077,1510,1
783215,1809,0.788768716
783215,1403,0.060015011
898033,1403,1
947181,1405,1
826054,1403,0.778203896
826054,1408,0.059211166
864996,1403,0.761602036
864996,1405,0.057947981
843440,1403,1
814524,1403,1
919117,1510,1
856930,1510,0.47242782
856930,1514,0.035945595
834295,1403,0.657161244
834295,1405,0.050001399
897932,1403,1
834286,1403,0.699420524
834286,1610,0.053216779
868047,1403,0.604035292
868047,1610,0.045959207
968444,1403,1
897844,1510,1
802018,1403,0.552116748
802018,1514,0.042008883
826078,1403,0.54034452
826078,1408,0.04111317
884316,1403,1
930829,1403,1
897789,1608,0.92
897789,1603,0.07
814599,1403,0.559361196
814599,1914,0.042560091
947274,1608,0.92
947274,2005,0.07
821177,1403,0.654746428
821177,1000,0.049817663
840123,1403,0.586829728
840123,1407,0.044650088
856990,1514,0.573246388
856990,1513,0.043616573
867985,1403,0.601922328
867985,1515,0.045798438
857001,1403,1
947312,1403,1
919180,1607,0.524950068
919180,1610,0.039941853
947342,1808,0.92
947342,1809,0.07
857007,1403,1
919189,1505,0.57807602
919189,1408,0.043984045
919194,1403,1
951052,1403,0.69730756
951052,1613,0.05305601
867977,1403,1
867974,1510,0.463674112
867974,1514,0.035279552
873979,1613,0.537929704
873979,1603,0.040929434
919221,1403,1
843761,1403,0.521629696
843761,1408,0.039689216
834175,1513,0.470616708
834175,1514,0.035807793
840100,1403,0.569322312
840100,1407,0.043318002
897646,1403,1
826145,1912,0.59316862
826145,1403,0.045132395
867845,1403,0.6052427
867845,1408,0.046051075
919237,1510,1
907193,1510,1
826149,1403,0.45280744
826149,1402,0.03445274
867823,1403,0.92
867823,1610,0.07
919242,1403,0.494764868
919242,1609,0.037645153
840877,1403,0.612789
840877,1613,0.04662525
912531,1510,1
857186,1510,1
897589,1403,1
826170,1403,0.828915032
826170,1407,0.063069622
947662,1407,0.636031604
947662,1403,0.048393709
897566,1403,1
814697,1403,1
857274,1608,0.474238932
857274,1408,0.036083397
919278,1403,1
947743,1403,1
897536,1403,1
857335,1510,0.49808524
857335,1514,0.03789779
892608,1403,0.795107608
892608,1607,0.060497318
919324,1403,0.607657516
919324,1613,0.046234811
801896,1403,0.586226024
801896,1514,0.044604154
897445,1608,0.92
897445,1408,0.07
793964,1403,0.92
793964,1613,0.07
948009,1708,0.64901124
948009,1408,0.04938129
884583,1405,0.612487148
884583,1403,0.046602283
932991,1403,1
843810,1510,1
867687,1808,1
857526,1403,1
857527,1510,1
814775,1513,0.92
814775,1808,0.07
857549,1403,1
948218,1403,1
843543,1403,1
884597,1403,1
919392,1510,1
833834,1403,1
833833,1403,0.723568684
833833,1610,0.055054139
867615,1408,0.533401924
867615,1802,0.040584929
828394,1403,0.92
828394,1613,0.07
843545,1403,1
800089,1403,0.569926016
800089,1408,0.043363936
957171,1405,0.580490836
957171,1603,0.044167781
814791,1403,0.473031524
814791,1612,0.035991529
800411,1403,0.511366728
800411,1514,0.038908338
800092,1403,0.542457484
800092,1505,0.041273939
833809,1610,0.482388936
833809,1505,0.036703506
833794,1510,1
862762,1510,1
857720,1403,1
948448,1403,0.600413068
948448,1408,0.045683603
857787,1403,1
867542,1403,0.585320468
867542,1405,0.044535253
930758,1510,1
867500,1402,0.586527876
867500,1405,0.044627121
948479,1403,1
867478,1403,0.447374104
867478,1408,0.034039334
884644,1403,0.685535332
884644,1408,0.052160297
857839,1510,1
801798,1403,0.625466784
801798,1613,0.047589864
857853,1609,0.636333456
857853,1403,0.048416676
826384,1514,0.630296416
826384,1808,0.047957336
925211,1510,0.92
925211,1514,0.07
833679,1403,0.550607488
833679,1408,0.041894048
867418,1613,0.484200048
867418,1408,0.036841308
867411,1510,1
833667,1403,0.544570448
833667,1405,0.041434708
867410,1603,0.474238932
867410,1514,0.036083397
833660,1403,0.6278816
833660,1613,0.0477736
857944,1808,0.5071408
857944,1514,0.0385868
843559,1403,0.504725984
843559,1408,0.038403064
925198,1514,0.807785392
925198,1513,0.061461932
826437,1403,0.65504828
826437,1408,0.04984063
857965,1403,1
867364,1403,1
867331,1403,0.764016852
867331,1408,0.058131717
933021,1403,1
857983,1403,1
826474,1403,0.633616788
826474,1514,0.048209973
857994,1614,0.92
857994,1610,0.07
826475,1405,0.530685256
826475,1403,0.040378226
892685,1403,0.616713076
892685,1405,0.046923821
801738,1403,0.642068644
801738,1610,0.048853049
919593,1403,1
867326,1510,1
858018,1510,1
873953,1510,1
858027,1403,1
867301,1403,1
948695,1403,0.617014928
948695,1408,0.046946788
858050,1608,0.607959368
858050,1514,0.046257778
897216,1403,1
843561,1403,1
867289,1403,1
858070,1403,1
867266,1403,1
892711,1510,1
858120,1403,0.474238932
858120,1408,0.036083397
897140,1513,0.92
897140,1808,0.07
897135,1403,1
897134,1403,0.622750116
897134,1405,0.047383161
801681,1610,0.771563152
801681,1403,0.058705892
956928,1613,0.568718608
956928,1403,0.043272068
801676,1612,0.92
801676,1000,0.07
858133,1612,0.448883364
858133,1614,0.034154169
897102,1403,1
840063,1513,0.745302028
840063,1514,0.056707763
922180,1403,1
875231,1403,1
933060,1403,0.509857468
933060,1609,0.038793503
826533,1403,0.572944536
826533,1514,0.043593606
840061,1403,0.565700088
840061,1613,0.043042398
833474,1808,0.844611336
833474,1608,0.064263906
841122,1403,0.640257532
841122,1408,0.048715247
826545,1403,0.575661204
826545,1408,0.043800309
790248,1513,0.92
790248,1808,0.07
933061,1403,1
815063,1612,0.53581674
815063,1514,0.040768665
867186,1510,1
884700,1613,0.646898276
884700,1405,0.049220521
884705,1403,1
948858,1403,1
800142,1403,0.661689024
800142,1514,0.050345904
867148,1805,0.596488992
867148,1403,0.045385032
867145,1403,1
956794,1403,0.630598268
956794,1408,0.047980303
912571,1403,1
833428,1505,0.92
833428,1403,0.07
815115,1403,1
896731,1510,1
896729,1403,1
896726,1403,1
801563,1403,0.586829728
801563,1514,0.044650088
801559,1403,0.59467788
801559,1402,0.04524723
801552,1403,0.548192672
801552,1807,0.041710312
948903,1403,1
896602,1403,1
896562,1610,0.532496368
896562,1408,0.040516028
867101,1403,0.675876068
867101,1405,0.051425353
925070,1403,1
948919,1403,0.58562232
948919,1608,0.04455822
896504,1510,1
867057,1403,1
912574,1402,0.502009316
912574,1408,0.038196361
867050,1403,1
954019,1403,0.565700088
954019,1408,0.043042398
884729,1403,1
896383,1403,0.520120436
896383,1408,0.039574381
887438,1403,1
873942,1403,1
801494,1403,0.575661204
801494,1408,0.043800309
920064,1510,1
858366,1403,1
896321,1403,1
884730,1405,1
896289,1403,0.532194516
896289,1408,0.040493061
892810,1403,0.551513044
892810,1405,0.041962949
793650,1613,0.55543712
793650,1603,0.04226152
948989,1402,0.510461172
948989,1514,0.038839437
896266,1403,0.601922328
896266,1515,0.045798438
884733,1603,0.487218568
884733,1613,0.037070978
896253,1613,0.4845019
896253,1403,0.036864275
790455,1403,0.659877912
790455,1405,0.050208102
920174,1609,0.92
920174,1610,0.07
896252,1510,1
896244,1403,0.704250156
896244,1408,0.053584251
896243,1403,1
833335,1510,0.772166856
833335,1514,0.058751826
896229,1809,0.525855624
896229,1808,0.040010754
948997,1403,1
862643,1403,0.612185296
862643,1405,0.046579316
920187,1403,1
866902,1612,0.567209348
866902,1514,0.043157233
858409,1408,0.563888976
858409,1403,0.042904596
949005,1406,0.510763024
949005,1612,0.038862404
858458,1403,1
833310,1407,0.510461172
833310,1403,0.038839437
801002,1403,1
866894,1403,0.607355664
866894,1405,0.046211844
892817,1403,1
858469,1403,1
896221,1403,0.630296416
896221,1408,0.047957336
858472,1514,0.92
858472,1513,0.07
956462,1407,0.563587124
956462,1408,0.042881629
866862,1403,1
896212,1403,1
858501,1403,1
920203,1510,1
833282,1403,1
949065,1403,0.589546396
949065,1405,0.044856791
884838,1514,0.664405692
884838,1207,0.050552607
931858,1603,0.508046356
931858,1000,0.038655701
896103,1510,1
896082,1403,0.564190828
896082,1408,0.042927563
878033,1403,0.561172308
878033,1610,0.042697893
956313,1403,1
858549,1403,1
826791,1403,0.599809364
826791,1515,0.045637669
800171,1403,0.625768636
800171,1405,0.047612831
956287,1403,1
858554,1408,0.563888976
858554,1610,0.042904596
833216,1403,0.92
833216,1407,0.07
841116,1403,0.583207504
841116,1515,0.044374484
821121,1809,0.546985264
821121,1513,0.041618444
956162,1403,1
956116,1610,1
858652,1403,1
801009,1403,1
862598,1403,0.725379796
862598,1407,0.055191941
862586,1403,1
884905,1403,1
827022,1403,0.845516892
827022,1515,0.064332807
858686,1403,0.613996408
858686,1407,0.046717118
866603,1510,1
819043,1513,0.92
819043,1808,0.07
815334,1407,0.47544634
815334,1408,0.036175265
956029,1510,1
858704,1403,1
