uuid,document_id,timestamp,platform,geo_location,traffic_source
76d07e91c48a58,25792,60534376,1,US>GA>524,1
d60dc2d95ec1d0,25792,53175197,3,US>OH>510,2
8339608061198b,25792,34893606,1,US>CA>866,1
c2618c358a04ba,25792,55105410,3,US>FL>561,1
c7d9dea0858c51,25792,42175756,1,US>AZ>753,1
4fcd59ed34702e,25792,54713827,1,US>CA>807,1
59e805f751d17f,25792,64144193,1,US>WA>819,2
7e4a30674d9f2a,25792,43383313,1,US>MI>513,1
47b516a4401483,25792,46684782,1,US>CA>825,1
5db3089109ed1b,25792,37366177,1,US>VA>556,1
c6e16ac5c3c4ce,25792,52773638,1,US>CO>751,2
12c5c5e3f9c313,25792,45124361,1,US>NJ>501,2
61663d220f3fb9,25792,38688713,1,AU>08,1
40daff8a71c36e,25792,47530838,1,US>OH>510,1
2c250c16a06965,25792,42051318,1,US>VA>511,1
3b62d437c9a6de,25792,44933952,3,US>CA>807,1
f0d8b7a082d466,25792,46191447,1,US>CA>807,1
872f41aca2a991,25792,34197932,1,US>OK>671,1
e61551c9593375,25792,38153698,1,IN>02,1
663465824ba0f6,25792,50525731,1,US>AZ>753,1
f11b25a226711f,25792,31638527,1,US>MI>505,1
514d6c4749e86b,25792,35315405,1,US>IL>648,1
a4464ee1ef4880,25792,36481139,1,US>CA>807,1
8405eb0786b159,25792,32532049,1,DK>18,2
9ebaf5e257fd18,25792,2533608,3,US>CA>862,1
397b1ad4caf0d7,25792,78405011,1,US>CA>807,2
60e8d0e891246d,25792,64630345,1,US>TX>618,1
cb876e4f426f3e,25792,50959382,1,US>CA>803,1
4af61414905bb0,25792,45906727,1,US>NM>790,1
fed6dc6150777d,25792,34375307,1,US>FL>528,1
976406e5d9b29e,25792,62512301,1,JP>19,1
bdf77a134bc63e,25792,31237861,1,US>PA>508,1
1fa6d7fe268b8f,25792,57702840,1,US>MA>506,1
77c4a8e7a97a24,25792,60579721,1,US>OH>510,1
af530bc8687cbd,25792,42256301,1,US>VA>511,1
f52c1a57b872f3,25792,40508193,1,US>CO>751,1
c46ef229dc6c7f,25792,54108310,3,US>TX>623,2
9bce5a32dd1765,25792,44023733,1,US>CA>862,1
342b51ea4b4a5e,25792,48253542,1,US>WA>819,1
ad64afd6c34b3e,25792,31428705,1,US>CT>533,1
f2894d505ae9e6,25792,1970426,1,AE>03,1
b176dccc80dfc6,25792,50425126,1,AR>07,1
a48bf4c1924977,25792,60062299,1,US>MA>521,1
f084855d053b68,25792,26253220,3,US>CO>751,1
28b8649de78fe8,25792,36052883,1,US>PA>508,1
5a2f5131d28e46,25792,40592039,1,US>NC>517,1
91beb2b788e3dd,25792,29090242,1,US>NC>518,1
5c69214bf04510,25792,37344002,1,US>MI>563,2
57eeffc7018f58,25792,49212736,1,US>OR>820,1
51438ed444b231,25792,56333967,1,US>MT>762,1
b38f03655bb2fc,25792,61843070,1,US>MA>506,1
3d55138ec93228,25792,40219521,1,US>WI>669,1
d4b864e041273e,25792,64103462,1,US>MD>512,1
551c7604738280,25792,50547735,1,US>KY>529,1
664c0763ef75fe,25792,32315343,1,US>NY>501,1
80f76a31fea72b,25792,38229911,1,US>NY>501,1
84a2d8993dd93f,25792,47288666,3,US>MD>511,2
4b7b6a6432705f,25792,35672594,1,US>IL>602,2
32dff265afc773,25792,53911139,1,US>DC>511,1
c7e2683d1dee45,25792,69814781,3,US>FL>592,2
e4cbd6d0fcaab2,25792,43734056,1,US>VA>556,1
7bdcde1bc36e0c,25792,45652076,1,US>CA>825,1
f9cae14595fbd9,25792,52297500,3,US>TX>618,1
bac1c05fb01bba,25792,32181679,1,US>TX>623,1
d488acb193285f,25792,43485260,1,US>GA>524,1
e1028a8a6a12ea,25792,69356813,1,US>AZ>753,1
982fe8735915e9,25792,32939741,1,US>DE>576,1
c4508aef3856a6,25792,33654588,1,US>NY>501,1
c87b7b8125e616,25792,36975303,1,US>CA>803,1
a9ac53dae8a40f,25792,45422939,1,US>NC>560,1
d58ba48ab9e1a3,25792,6485529,1,US>VA>511,1
6b67523dbd6dc4,25792,49198072,1,US>OK>657,2
b544379d722f15,25792,60941253,3,US>PA>566,1
a5307fed2a443b,25792,30966127,1,US>MI>563,1
db0ae368c0e151,25792,63932989,1,US>IN>582,1
70ba3a782fb043,25792,42182870,1,US>DC>511,1
2b25bca9935fc8,25792,65562948,1,US>MO>609,1
e9c8c4f421b3ba,25792,40958913,3,US>NY>501,2
f6af41453e2095,25792,70355630,1,US>TX>623,2
35e795603ff356,25792,41728693,3,US>NC>518,2
e8ce1508b3b3f4,25792,31297656,1,US>TX>709,1
3117385211b832,25792,36299825,1,US>PA>504,1
7b0b39c1779b0e,25792,73546451,1,US>NY>501,1
efa24ee2c8ce57,25792,38832842,1,US>OH>542,1
588e38d441bbd8,25792,58017994,1,US>CT>533,1
25a1ea2844b2d8,25792,34728399,1,US>PA>504,1
4e4481a03577e3,25792,83646201,1,US>CA>803,1
64a7a63a763ba7,25792,52262357,1,US>OH>510,1
af7d4796183529,25792,45328684,1,US>GA>507,2
82f838197c8c60,25792,65718698,1,SA>10,2
9de353ad6def9e,25792,48156912,1,US>WA>819,1
c0668d72c229c8,25792,31248907,1,US>WA>820,2
ec326e3dffe0c7,25792,39626466,1,US>MI>540,1
1957366a9ca92f,25792,40851457,1,US>WA>819,2
a2aa2947ce8a03,25792,39855249,3,CR>08,2
a2694162813163,25792,49720539,1,US>TX>641,1
c83a625f080673,25792,50767727,3,US>WA>819,2
b5422af691e652,25792,32660237,1,US>IL>602,1
50de722948a75c,25792,29899585,1,US>FL>528,1
ccf36063ab45be,25792,47532627,1,US>IL>602,1
77cbdcd0bc7a00,25792,24137932,1,US>NY>501,1
2473f4a92c18b8,25792,34923744,1,US>WA>881,1
662618198607fe,25792,53659323,1,US>TX,1
119d6467c29b5a,25792,38647122,1,US>TX>635,1
157c5ca817de84,25792,57838018,3,US>WA>819,1
3ba40354540435,25792,37597711,1,US>CT>533,1
58d7bad8cf77c1,25792,76736608,1,US>CO,2
e8d064de0e6665,25792,34907085,1,US>NC>517,1
f22fcb2f70a20d,25792,17299662,1,US>IL>602,1
ce8545dc6f76a9,25792,35566357,3,US>FL>534,1
57ade2f2c671bd,25792,44937218,1,AW>00,1
6b7369324d0746,25792,25596795,1,US>MD>511,1
8141437b94080a,25792,39644987,1,US>TX>623,1
3037e8475f622e,25792,34399903,1,US>IL>602,1
1ba2f15eb5605c,25792,51083606,1,US>IL>602,1
50443aac7e3df4,25792,34644414,1,US>CA>803,1
1560318c37b62b,25792,38444734,1,US>IL>602,1
b664c1c7e9b18f,25792,61535222,1,US>AR>693,2
6b04268e992859,25792,34600304,1,US>CO>751,1
b24ce534206bb9,25792,54120055,1,US>CA>807,1
26efda6e9b7040,25792,40128273,1,US>NJ>501,1
ae78432f99f5f1,25792,39462391,1,US>TX>765,1
b20c2bacee6e1e,25792,41916403,1,US>VA>556,1
1d9e42d28dc1fb,25792,68092383,1,US>CA>803,1
412b4876bcf0d6,25792,49429185,1,US>NY>501,1
357832bcd21217,25792,29066128,1,US>VA>511,1
90108233240253,25792,60185490,1,CA>ON,1
c717c7dce5f487,25792,50649747,1,SC>08,1
8b60b6fc91083f,25792,379634,1,US>OR>820,1
6fa4236b65faef,25792,38928509,1,US>PA>508,1
b80a6f7d6bd854,25792,43041066,1,US>GA>524,1
d4fd0b3c69bb16,25792,50331734,1,US>IL>602,1
efecc1186e0bcb,25792,66703547,1,US>PA>566,1
cb2ffab2bc28d3,25792,54334721,1,US>NM>790,2
daa76c49368360,25792,24575582,1,US>NY>501,1
6a23793c115e51,25792,48128784,1,US>MI>505,1
3842a296e8d47a,25792,36321890,1,US>OH>535,1
91683b353ead8a,25792,34697498,1,US>AZ>753,2
32b461139c0332,25792,48040518,1,US>MN>613,1
d593d19c049f71,25792,35381607,1,US>CA>807,1
a9fb14857be80f,25792,62891998,1,US>MO>616,1
3e21855a30dbee,25792,47826991,1,US>AZ>753,1
cc84c1611c2b81,25792,61787610,1,US>MI>588,1
4319cafb233a2c,25792,40225768,3,US>AZ>789,2
f8275f16c1f463,25792,26518355,1,US>OH>542,1
50d833498349b9,25792,37267546,1,US>CA>825,1
3c6c3f78bc1893,25792,60881197,3,US>OK>650,2
69b986f9913c00,25792,37715617,1,IN>25,1
5e241cdd62e048,25792,1946448,1,US>IL>602,1
ae0629c12ab6c4,25792,38265716,1,DK>20,1
8bc2b0f9b4aa3a,25792,37387888,1,US>VA>544,1
2ad835de79d7c8,25792,53633024,1,US>VA>511,2
e06b4875e2d9d1,25792,28800375,3,US>AR>670,1
7cefa587596631,25792,56852456,1,US>CT>533,1
26c43c0efb5f42,25792,67862137,1,US>CO>751,1
e69c801d15bfa9,25792,45249803,1,US>MA>506,1
f64f1fbde395fb,25792,76429296,1,US>VA>511,1
cb89462fa93c55,25792,63693036,1,US>NY>538,1
b6c56d283eee2a,25792,69336299,3,US>CA>802,2
3de5c3a2483d54,25792,24586761,1,US>MI>551,1
aa81f43879b28e,25792,23140075,1,US>GA>524,1
4c947acb64891a,25792,35150670,1,US>PA>504,1
dae47010e39baf,25792,56182578,1,US>CA>855,1
b2a5a890124145,25792,32918060,1,US>IA>682,1
172deede77ed3b,25792,25455403,1,NZ>E7,1
b1beb337322aaa,25792,14221896,1,US>PA>566,1
7c548be70700ae,25792,36224508,1,US>MD>512,1
927bbe07e50752,25792,58199064,1,US>IL>648,1
2d0a4b3a4cfb49,25792,42955841,1,US>GA>524,1
df40e24e83719a,25792,75734291,1,US>VA>511,1
159e1dac6287b8,25792,53113954,1,US>OH>547,1
6a65aa009eb3fd,25792,48007867,1,US>TX>623,1
4f6782d57ada32,25792,35423972,1,US>NY>538,1
923bd91696c5ac,25792,46482407,1,US>OR>820,1
876f47c8c72855,25792,58674269,1,US>NC>560,1
c9940a1d10259a,25792,75858581,1,US>IL>682,1
27c23496e34cae,25792,55477230,1,CA>BC,1
e96c1f7fd53649,25792,30801426,1,US>LA>643,1
1340a4070c4fbf,25792,38740901,1,DE>07,1
5312810a86a687,25792,32101947,3,US>TX>618,1
b46dd66cce99aa,25792,35032422,1,US>IN>602,1
babbf83d53320a,25792,64410102,3,MY>14,1
28d30d22ee9028,25792,44908072,1,US>PA>508,1
f489d7d940fa97,25792,57801680,1,US>IN>588,1
df2eb67c222bee,25792,55318432,1,US>SC>507,1
f1add88aa8c5d4,25792,33486303,1,US>NC>517,1
6864271a1973a6,25792,40525175,2,NL,1
15d262e027c5df,25792,48933887,1,US>NE>652,1
9f5335cb30fbf5,25792,41261443,1,US>PA>504,1
fa03e42aa12396,25792,27189028,1,US>NC>560,1
5473a46cbeff8f,25792,33219923,1,US>CT>533,1
9d4d9511bf6711,25792,44478252,1,US>GA>524,1
d0d4e37e8d0605,25792,48144751,1,US>TX>618,1
3db55701b50a88,25792,61400423,1,US>NY>501,2
80536a22f45f16,25792,26891528,1,US>GA,1
25bf4db948aacf,25792,41028695,1,ES>29,2
acbc8ddbff9b84,25792,2190082,1,US>OR>801,1
e31967d0f4faa3,25792,1240252,3,US>AZ>789,1
d78d86468420a0,25792,85295029,1,US>WA>820,1
a6cbe0d5da44c4,25792,58311065,1,US>VT>523,2
1412b7716b064e,25792,52559713,1,US>TX>635,1
5f0568b56e202d,25792,75328043,3,US>ME>500,2
e2c9bd24e9587a,25792,5154993,1,US>TX>618,1
9896d33da70411,25792,55738363,1,US>OH>542,1
d0e4010a0f95f4,25792,35856008,1,US>NC>517,2
4b495a7cfada61,25792,50506707,1,US>ID>757,1
7bc0c2b3574169,25792,56242227,1,US>FL>539,1
9eae751bf7b712,25792,49064558,1,US>UT>770,1
fd6adc4395097f,25792,80402306,1,AU>02,1
18758c077c0b08,25792,67035953,1,US>GA>507,1
9f4ef464f5d03c,25792,63448545,1,US>CT>533,1
c77e2ad1545fba,25792,40831291,1,US>AR>693,1
83f8f493d1e578,25792,58494394,1,US>MD>511,2
63866037764b3e,25792,42220912,1,US>CO,1
18348fcf578898,25792,56716895,1,US>MN,1
de09a93cefb753,25792,20384726,1,US>MN>613,1
d4fee3b851219d,25792,70560549,3,US>NJ>501,1
6451043c4719bf,25792,65472994,1,MX>14,2
b8b13957612e4b,25792,41997579,1,US>CA>807,1
b35d55cf37be16,25792,47091799,1,US>MD>511,1
9667836477d2bd,25792,71483046,1,US>NY>514,1
6b7001a0a3c861,25792,78125719,1,US>NM>790,1
bde323e51c1d03,25792,75427485,1,US>DE>576,1
bfdbdfcb6ae1da,25792,29575552,1,US>TX>635,1
7930302c1bdec1,25792,40845589,1,US>CT>533,1
65ebaff59cc254,25792,49731616,1,US>CA>803,1
d611a9f697243a,25792,38106181,1,US>WI>617,1
f591eb59e698ad,25792,23099871,1,US>TX>618,1
e6e0fcb4a8ceff,25792,58211684,1,US>PA>504,1
2824ae01327d53,25792,66422561,1,US>FL>548,2
fc191966741219,25792,54362879,1,US>NY>523,2
16b1422c944d8d,25792,32300409,1,FI>13,1
96294389a7f7d0,25792,39185606,1,US>GA>507,1
fb300915e78253,25792,56048469,1,US>NJ>501,1
9ce128b49dd78e,25792,43172303,1,US>CA>803,1
2ff5a7b9494a71,25792,54751224,3,US>NY>501,1
3140e448259e97,25792,36299575,3,US>OH>510,2
ce26d0da746808,25792,64553403,3,US>NC>517,2
158a5c0c81ce31,25792,35765227,3,US>NY>555,1
d5c24c2ff15aaf,25792,35638872,1,US>NY>501,1
27fe1de631935f,25792,32313214,1,US>MD>512,1
66f683c38797a6,25792,55296358,3,US>NC>567,1
e35d8a1baaee4c,25792,52268080,1,US>AL>686,1
cd6aaad383453b,25792,65709909,1,US>IA>624,1
e7e8f07daf964b,25792,37810512,1,US>NC>518,1
bf7d733fbf84ac,25792,31088382,1,US>CT>501,1
fe1fd3650de63f,25792,55153005,1,US>MI>505,1
77d0dbc3b39015,25792,43132560,1,US>IN>602,1
c726c3dd518d77,25792,41854377,1,US>NY>501,1
bc8509c1ec927e,25792,40328366,1,US>AL>686,1
f8e6ee4eb312a4,25792,29883978,1,US>NY>501,1
e7c3ed5c491b52,25792,64220212,1,US>CA>803,1
c1211e8940ce5b,25792,43488015,1,US>NC>560,1
6ddada27384389,25792,38130910,1,US>CO>751,1
eff44050622092,25792,52954408,1,US>NE>652,1
294a07a6fdc292,25792,38317313,1,US>TN>575,1
3ffcf6a096f33b,25792,67695273,3,US>PA>566,1
85cb3055490e9b,25792,45689659,3,US>AZ>753,1
c942842a44dfa2,25792,59340324,1,US>NY>501,1
d856a6f39836b3,25792,42879496,1,US>WI>669,1
9ce4cf679c1185,25792,58115418,3,US>PA>577,1
ad9040368933e2,25792,56001756,1,US>VA>544,2
933b210144a3ef,25792,43890898,1,US>DC>511,1
9d397bcb347077,25792,50888822,1,US>NM>790,1
f186bbb148bc38,25792,33455800,1,CA>QC,1
c047e741ceb9f7,25792,29409937,1,US>WI>705,2
bce38cdc1c5061,25792,85944412,3,GB>V2,1
4becd5ed83d7be,25792,80896961,1,US>OK>650,1
8b2ea535751b26,25792,60474117,1,AU>04,2
3b95005bf27848,25792,81679971,1,US>MA>543,1
113abbd129ee53,25792,41412247,1,US>VA>511,1
3c4d0796daa192,25792,51653136,3,US>MN>613,1
64adcd5996741d,25792,50096881,1,US>VA>544,1
725cd739952f13,25792,27776443,1,US>NJ>501,1
45caa45ced069e,25792,52569846,1,US>MA>506,2
5a99743ebf9200,25792,42554228,1,US>NY>501,2
acbe39be9c2e3c,25792,413028,2,US>TX>600,1
7c70f0582fbddf,25792,36160873,1,US>IL>602,1
4932acac8962f1,25792,23390564,1,US>VA>511,1
5075d4d4e08176,25792,40844273,1,US>MA>506,1
efaaa0f963fbf4,25792,53470217,1,US>ME>500,2
c3b2361f8878a7,25792,79168430,1,US>NY>538,1
6d85e2f2b62e30,25792,28452975,3,US>FL>528,1
87409b4689c89e,25792,59312134,1,US,2
a4d9412956cd8b,25792,39308301,1,US>VA>531,1
24a759b12f4c48,25792,62089252,1,US>AZ>753,1
b5448e109ba72f,25792,71315498,1,US>WA>819,1
f4c7a9de5bab43,25792,30125670,1,IN>19,1
ce179e0c9dd355,25792,48526047,1,US,1
897d5b8ec15f60,25792,43971658,1,US>CA,1
f2d4ea7a4dc78a,25792,79005646,1,US>PA>574,2
6ff015e50d0fa6,25792,53339538,1,US>MA>506,1
f2726f92779322,25792,45454490,1,US>IN>527,1
fef17a7331ea9a,25792,83662913,1,US>CA>803,1
5ad7bb311bb7c1,25792,11372099,2,US>OR>801,1
5850720030a113,25792,40132584,1,US>WI>617,1
704c0d03d6de42,25792,33464476,1,SG>00,1
4253f9a8dd5425,25792,43631840,1,US>WI>617,1
152f7a8779681d,25792,38289670,1,CH,2
a0e1974fba3eb5,25792,56031442,1,US>NY>501,2
94138f0bbf1800,25792,6344983,3,GR>40,1
6c7e33778dcde6,25792,63930628,3,US>CA>803,1
3e058743ecddf8,25792,35898457,1,US>TX>625,1
cf986fb780a559,25792,39082830,1,US>NE>652,1
ff8042096bc080,25792,47492357,1,US>MA>506,1
8155a8ce46632e,25792,39732040,1,US>TX,1
e4f87e91f78232,25792,48645589,1,US>VA>511,1
8cc0cf9bc65e3a,25792,39221064,1,US>MA>506,1
d81496069e16d0,25792,63315532,3,US>IL>648,2
371e88f5681816,25792,1444067,1,US>WA>881,1
9d25cff8655ae9,25792,31661843,1,US>OH>542,1
155355e8fa332b,25792,34473670,1,BR>21,1
848f2e75ea5ad5,25792,50968513,1,US>NC>560,1
3fe8ddf87c6e79,25792,67361530,1,US>CA>803,2
9ad4fa42e64990,25792,42069767,1,EU,1
510a36072d5a99,25792,2382699,1,ES>29,1
4ed2408b240f71,25792,45732402,1,IT>09,1
5f9592b7ad6460,25792,43507195,1,CA>ON,1
fadf966fa78738,25792,83496700,1,US>MO>609,1
67510976728222,25792,42327465,3,IN>02,1
fb4adcfba7f2fe,25792,55637382,1,US>GA>524,1
60d9cbdda4571d,25792,58553069,3,US>FL>539,2
6afdea744d863d,25792,20303072,1,US>AP,1
1e9b1a75706b3c,25792,45237023,1,US>CT>533,2
7e178ab2262b62,25792,44480080,1,US>WV>564,1
f52b1b449b2d40,25792,38814906,1,US>CO>751,1
f33ff7e8584dbd,25792,23245167,1,US>NE>759,1
df129967ea69d1,25792,39307696,1,US>PA>508,1
203c62ac7064b9,25792,6580114,1,US>GA>524,1
9bad74da1f3ee2,25792,64637066,3,US>NJ>501,1
b850cb143f3b9f,25792,8109322,1,AU>02,1
101c4296563c3e,25792,585184,1,TH>40,1
8015890f662912,25792,47951359,1,US>NE>722,1
87b83d604d8fb3,25792,36582361,1,US>NJ>501,2
e94060d2cdbc9b,25792,51070074,1,US>CT,1
993d6bb5be93bc,25792,36834184,1,US>IA>637,1
17b6c6a35a028a,25792,40366838,1,CA>ON,1
7a1582fb2b0b9f,25792,44769791,1,US>CA>803,1
66eba976cea7fd,25792,50292675,1,US>VT>523,1
a18ff3de01dc48,25792,40406753,1,US>TX>623,1
f7350549a4c03f,25792,42679465,1,US>IL>602,2
60b0df6f699883,25792,38909804,1,US>CA>807,1
6a81fc9a40c2ff,25792,35527943,1,US>TN>640,1
f4d34eae85c69f,25792,43534729,1,US>MN>724,1
64bca4072affd0,25792,24995623,1,US>VA>573,1
cc769a55bb1e41,25792,33694900,1,US>TX,1
93ad37a801f6de,25792,33019249,1,CA>ON,1
d9970b069d2465,25792,43370740,1,US>ID>757,1
79b98134307675,25792,56763060,1,US>MI>505,1
ffb7ccf60d3a21,25792,50048990,1,US>NY>501,1
9998a34247edd8,25792,55870203,1,US>TX>651,1
6bc34c59e4c4cb,25792,36574295,1,US>NY>501,1
78bd09d397c657,25792,74771921,1,US>OH>535,1
12e6d110f8c2bd,25792,40864791,1,US>CO>752,1
65ec4376f91a31,25792,39172300,1,US>NJ>501,2
4e9dbaedd702ed,25792,40916809,1,US>NC>517,2
3f6cba3ba9e407,25792,79571827,1,US>LA>622,1
12b324bc02a4a8,25792,52414137,1,US>CA>803,1
ddd5ce1cf1d070,25792,68643459,1,US>IA>682,1
823773ca7c6f2b,25792,44889166,1,US>NY>538,1
fa68392b7c76d3,25792,83456014,1,US>WA>819,1
bea7a71d2b02d4,25792,22956487,1,PL>72,1
db0c7c780474f7,25792,49875650,1,PE>15,1
2d06d52fe83d37,25792,67268589,3,TH>40,2
1baa60743ce59e,25792,57387901,3,US>WA>881,2
ca5443d60abec7,25792,36885288,1,US>TX>623,1
daf297b9e7b6d5,25792,45753150,1,US>CA>803,1
ecdbea913646d9,25792,77136155,1,US>SC>517,2
2095d5e48c4561,25792,42008636,1,US>VA>511,1
52c68a26d0051d,25792,28469339,1,US>MD>511,1
a18854f7439b0f,25792,31124534,1,US>MA>506,1
a1c67ad973ddf2,25792,29566742,1,US>OH>510,1
816b4aea263db0,25792,46030039,1,US>WA>881,1
8604c19cd99aba,25792,35447145,1,US>NY>501,1
331e666ac6dc5f,25792,68331847,1,US>TX,1
564cfa77e0393c,25792,50841748,1,US>FL>528,1
dc3171d80c3384,25792,41077778,1,US>MD>511,1
87cc1807620eda,25792,52064670,1,US>NC>518,1
eb43fd203b86fb,25792,1365873,1,US>TX>625,2
72e4e4af98f70f,25792,8347524,1,US>IL>602,1
d7ec89de472218,25792,40965716,1,US>FL>528,1
140c08b78ced0e,25792,27900301,1,US>WA>881,1
4039b9f49c180e,25792,38097370,1,US>NY>526,1
6a8dcdc6c414c7,25792,24864035,1,GB>H9,1
183cf50c6b03aa,25792,30807915,1,US>AR>693,1
6087c377515455,25792,59640440,1,US>OH>510,1
c1cf7c577e0720,25792,43221727,1,US>WA>819,1
cf70cfc157874a,25792,65322856,1,AU>07,1
dc9fe051ccfcae,25792,35818769,3,PH,1
d7f6d44aa6bfd2,25792,60734563,1,US>GA>524,2
d2c996263c72c4,25792,1485218,1,US>GA>524,2
c752a0f124ec91,25792,43583550,1,US>IL>602,1
48235e37817b2e,25792,31674736,3,US,1
f79ffaff7e8521,25792,33606035,1,US>MA>506,1
140ecbb91c5449,25792,52081960,1,US>NC>517,1
b39faba43102bc,25792,40424101,1,US>TX>618,1
48c8d1e2c9b101,25792,36351619,1,US>NV>839,1
62ae2cdcd50ae6,25792,41969507,1,US>MN>613,2
3afe2b844839b7,25792,45297658,1,US>IA>637,1
862f5d40e26eff,25792,80352179,1,US>CO>751,1
8ad54b31192dfd,25792,54408666,1,US>AK>743,1
fe9bd08b27bfb7,25792,31824055,1,US>NJ>501,1
3ce4bd534c282f,25792,68096209,1,US>CA>803,1
9fcf60595d2b2a,25792,52967675,1,US>OR>820,1
d28bc5447bce61,25792,33630988,1,US>TX>623,1
df786b458ccc51,25792,29892446,1,US>NC>560,2
6eeaa9146425d6,25792,59871314,1,US>WA>819,1
fe022e54a4b065,25792,75431847,1,US>NY>514,1
1d2ea709ba6eef,25792,33648394,1,US>KS>616,1
de11fcc8e0f02d,25792,56529758,1,US>NC>517,2
14fde7d577b1b5,25792,46149603,1,SG>00,1
2f562bb65a9feb,25792,38886770,1,US>IL>602,1
6b003140f498b9,25792,35981222,1,US>FL>530,1
924cae269895ca,25792,35413782,1,US>NY>501,1
696d0542c5488a,25792,1497629,3,FI>15,1
91ca930e8f32fe,25792,35484094,1,US>OH>515,2
6fcd43894630e9,25792,17898780,3,US>NC>518,1
1f6b0edc8675a7,25792,54405063,1,US>TX>627,1
223e551c32f609,25792,34099762,1,US>TX>641,1
9bc11a7e61f247,25792,78314173,3,CN>28,1
872241483387df,25792,34077659,1,US>TX>635,1
34e29d5cbe4593,25792,79575855,1,US>WV>559,1
5fe689952500e8,25792,8169899,1,FI>13,1
3d42606b9f84a5,25792,38590192,1,TT>01,1
9850c481c1d392,25792,54422331,1,US>FL>534,2
e9348b28300563,25792,44246180,1,US>MA>506,1
8e16aa06d446a5,25792,36816455,1,US>IL,1
933b0caeec0897,25792,55508715,1,US>NC>518,1
532f148c19e876,25792,75538770,1,US>MD>512,1
3a762f3918cfeb,25792,64889992,1,US>TX,1
518713ac4bfb8b,25792,39622018,1,US>CA>803,1
adf4be9fd1d50b,25792,48888297,1,US>WI>702,1
d60041766b2fea,25792,32810043,1,US>VA>511,1
df7949bdf4ab67,25792,4496054,3,US>HI>744,2
522fc9a62d61c9,25792,44965209,1,US>IA>637,1
2e8993f11e5683,25792,44161325,1,US>CA>825,1
8dc501d49cb933,25792,31379019,1,US>PA>577,2
49a2b3e4e564cc,25792,66561359,1,US>GA,1
50ecddb9dacd22,25792,36923495,1,US>VA>584,1
2513c5f6a24389,25792,38527700,1,US>WI>669,1
dbbee27dbde376,25792,64721713,2,US>CA>803,2
c1537c13eda247,25792,38082157,1,CA>ON,1
95ebf17516ae7f,25792,32700799,1,SG>00,1
52f326492a4274,25792,62452306,2,US>MA>506,2
6064b17acbd13a,25792,35216803,1,US>CA>803,1
438cf231108200,25792,30660882,1,US>CA>803,1
1ba60645cdbb3c,25792,31793343,1,US>FL>539,1
4085fcc20bcf1e,25792,28357117,1,DK>20,2
786bed821c2c2b,25792,36115733,1,US>CA>803,1
f0d8f1429d9bee,25792,18115105,1,US>NC>518,1
a27362f15c37e3,25792,36266387,1,US>NY>501,1
eb288b8392eec0,25792,40211590,3,US>OR>820,1
e59a497d0f4bbd,25792,65428256,3,US>CA>803,1
ae690cdbd9e7af,25792,43565673,1,US>NC>517,1
28bedac114892d,25792,36717359,1,CA>AB,1
8da2d112774c88,25792,44977587,1,US>IA>682,1
b35fcd6e72e6ad,25792,14230529,1,ES>56,1
5a467cb1b1080c,25792,46099780,1,HR,1
d05fb838060ea9,25792,34271892,1,US>NY>501,2
52cfc3a4055bd6,25792,66474875,1,US>CA>803,1
8881b64461d76d,25792,27439753,1,US>WA>881,1
f86aa36517a3d8,25792,43852392,1,US>NJ>501,1
1d4ea6850b9fee,25792,19098171,1,US>NJ>501,1
f184b18f21b364,25792,34285897,1,US>CT>533,1
78dd4c6c5d9dd9,25792,39509126,1,CA>ON,1
348664ee11566a,25792,29170726,1,CA>ON,2
45530f2ee724a7,25792,63833684,1,US>TN>659,1
a56f72039f60d0,25792,70393843,1,US>NJ>504,1
6b89a8edbbb87c,25792,34692076,1,US>IL>682,1
6598e702e39da7,25792,49752391,1,CA>ON,1
2aa73fce5de56b,25792,40613397,1,US>NJ>501,2
9efbe03f0ca4d5,25792,64199591,1,US>NV>770,1
28cd459b3549eb,25792,12638291,1,CN>30,1
ad16d8a5402718,25792,41499795,1,US>SC>546,1
94880af68b9d54,25792,51170504,1,US>OR>820,1
61fa452deaec91,25792,64295644,1,US>WA>820,1
b91610d0f63200,25792,11994506,3,US>FL>534,1
9116da471ea370,25792,40625053,1,US>IN>527,1
c5e5974b6ef36b,25792,32537866,1,US>MA>506,1
8f0da64ed09ced,25792,68231864,1,US>TX>651,1
7cb2e6213e04d5,25792,815748,1,US>CO>751,1
70fd016a5cb6c0,25792,26300082,1,US>NJ>501,1
260a6339a98fed,25792,63690187,1,US>OH>547,1
34d3802242efb4,25792,12074976,1,US>CA>862,1
12f476226ad457,25792,46855962,1,HK>00,1
2881edd21772ff,25792,68214273,1,AU>02,1
5684b5f965c949,25792,71327309,1,US>OH>515,1
b02d9e1f43a65b,25792,41594949,1,KH,1
72a11cd52145be,25792,55847746,3,US>OH>510,2
f667d6f00a2069,25792,53607660,1,US>AZ>753,1
464001bc50cbfd,25792,74648761,1,US>ID>757,1
17039295576455,25792,39826665,1,US>TX>635,1
f9ef018880d2ca,25792,36459634,1,US>IN>527,1
2a8a21ffed7dca,25792,46828850,1,US>IA>682,1
b3bb7349021187,25792,30604792,1,US>CT>501,1
e88838738c169e,25792,28269124,1,US>IN>582,1
ba7134a46a949f,25792,63704503,1,US>MN>724,1
82cac66e8be4a6,25792,53223982,1,US>AL>522,1
